,L,B,RA,DEC,Galactic_Index
155,124.39999999999992,57.399999999999984,191.2912525197774,59.71036803870812,179
156,119.79999999999993,57.399999999999984,196.19891053487325,59.64694979769021,167
157,119.79999999999993,53.999999999999986,196.91986904031972,63.029376018443486,166
158,119.79999999999993,50.59999999999999,197.83014925723083,66.40717209911722,165
159,119.79999999999993,47.19999999999999,199.0245515952924,69.77800739971357,164
160,119.79999999999993,43.79999999999999,200.67266343387354,73.13769650307776,163
161,115.19999999999993,57.399999999999984,201.00640268106287,59.23637524181981,155
162,115.19999999999993,53.999999999999986,202.73116654643863,62.531492095279724,154
163,119.79999999999993,40.39999999999999,203.109480915572,76.47791794657549,162
164,115.19999999999993,50.59999999999999,204.88349594601837,65.8000830557979,153
165,110.59999999999994,57.399999999999984,205.57938800926576,58.49346896002535,143
166,119.79999999999993,36.99999999999999,207.09520828853775,79.77955531485429,161
167,115.19999999999993,47.19999999999999,207.65796862454002,69.02968099235643,152
168,110.59999999999994,53.999999999999986,208.18187161357494,61.63637832198465,142
169,105.99999999999994,57.399999999999984,209.81200996878988,57.443225309769744,131
170,110.59999999999994,50.59999999999999,211.3670774971217,64.71876033415712,141
171,115.19999999999993,43.79999999999999,211.37935208933976,72.19899040367785,151
172,105.99999999999994,53.999999999999986,213.1255606926696,60.3824909201092,130
173,101.39999999999995,57.399999999999984,213.63416245404417,56.11738599259454,119
174,119.79999999999993,33.599999999999994,214.74568361733392,82.98788073438723,160
175,110.59999999999994,47.19999999999999,215.3586205547077,67.71534446366117,140
176,115.19999999999993,40.39999999999999,216.62057736249898,75.2689878196364,150
177,96.79999999999995,57.399999999999984,217.0106258654868,54.55088094301435,107
178,105.99999999999994,50.59999999999999,217.08450342106244,63.22327219565323,129
179,101.39999999999995,53.999999999999986,217.4821948408883,58.8165125926952,118
180,92.19999999999996,57.399999999999984,219.93478501313385,52.77887823733607,95
181,110.59999999999994,43.79999999999999,220.48978210824174,70.58622464197369,139
182,96.79999999999995,53.999999999999986,221.2296809163797,56.98712950946565,106
183,105.99999999999994,47.19999999999999,221.88355294814266,65.93043683114134,128
184,101.39999999999995,50.59999999999999,221.9623225071034,61.382155493593,117
185,87.59999999999997,57.399999999999984,222.42028984087088,50.8347641553391,83
186,92.19999999999996,53.999999999999986,224.38697076136899,54.94063266106166,94
187,115.19999999999993,36.99999999999999,224.44463733227872,78.16209435783728,149
188,82.99999999999997,57.399999999999984,224.49314673455274,48.749024308867085,71
189,96.79999999999995,50.59999999999999,226.01845476752118,59.262007373846835,105
190,78.39999999999998,57.399999999999984,226.18545666257756,46.54881888447349,59
191,87.59999999999997,53.999999999999986,226.99684663141483,52.71854375744162,82
192,101.39999999999995,47.19999999999999,227.2137429647991,63.77477376585035,116
193,110.59999999999994,40.39999999999999,227.25448054656184,73.26644642209772,138
194,73.79999999999998,57.399999999999984,227.53104739721533,44.25801057051703,47
195,105.99999999999994,43.79999999999999,227.77401838349286,68.45333998729862,127
196,69.19999999999999,57.399999999999984,228.5627409975881,41.89744407717595,35
197,82.99999999999997,53.999999999999986,229.11254113670864,50.35680579596422,70
198,64.6,57.399999999999984,229.31083761858395,39.48533728364923,23
199,92.19999999999996,50.59999999999999,229.3224692002203,56.921753542424455,93
200,60.0,57.399999999999984,229.80241862952712,37.03769848983667,11
201,78.39999999999998,53.999999999999986,230.78900070807006,47.885931010755385,58
202,96.79999999999995,47.19999999999999,231.45965624091588,61.33664219029747,104
203,87.59999999999997,50.59999999999999,231.96430799299384,54.410780323842886,81
204,73.79999999999998,53.999999999999986,232.0779692312186,45.33161714780018,46
205,69.19999999999999,53.999999999999986,233.02568125753385,42.71552094736845,34
206,101.39999999999995,43.79999999999999,233.38708462026426,65.9423820616869,115
207,64.6,53.999999999999986,233.67213024023212,40.05602243621982,22
208,119.79999999999993,30.199999999999996,233.93538792271923,85.87885836311331,159
209,82.99999999999997,50.59999999999999,234.03520065316212,51.76931648450253,69
210,60.0,53.999999999999986,234.05119045539215,37.368906516953736,10
211,92.19999999999996,47.19999999999999,234.77911375864775,58.68743871446437,92
212,105.99999999999994,40.39999999999999,235.0564717949086,70.71930878825293,126
213,78.39999999999998,50.59999999999999,235.61823173544485,49.029768511666006,57
214,110.59999999999994,36.99999999999999,236.34289448146046,75.6486673619045,137
215,73.79999999999998,50.59999999999999,236.78487575341904,46.218262516983025,45
216,115.19999999999993,33.599999999999994,236.82868144729503,80.71146534500957,148
217,87.59999999999997,47.19999999999999,237.32998934498147,55.88241245397903,80
218,69.19999999999999,50.59999999999999,237.59466209669395,43.35605576225259,33
219,96.79999999999995,43.79999999999999,237.62277840374554,63.16417418517704,103
220,64.6,50.59999999999999,238.09623444418727,40.46070917432128,21
221,60.0,50.59999999999999,238.32887768577496,37.547016913593694,9
222,82.99999999999997,47.19999999999999,239.2502750979057,52.96363730401456,68
223,101.39999999999995,40.39999999999999,240.6180397503993,67.81864558546759,114
224,78.39999999999998,47.19999999999999,240.65314837745655,49.963201050184544,56
225,92.19999999999996,43.79999999999999,240.7733587736591,60.198937979637115,91
226,73.79999999999998,47.19999999999999,241.62854082990452,46.905886844018106,44
227,69.19999999999999,47.19999999999999,242.2468064787871,43.811223493893856,32
228,64.6,47.19999999999999,242.56257777585301,40.69499092016856,20
229,60.0,47.19999999999999,242.61812746349955,37.57030979885039,8
230,87.59999999999997,43.79999999999999,243.08067820737392,57.10335586949249,79
231,105.99999999999994,36.99999999999999,244.02635255026036,72.62733275131419,125
232,96.79999999999995,40.39999999999999,244.5413058427706,64.690693667341,102
233,82.99999999999997,43.79999999999999,244.73073625824674,53.917624346671104,67
234,78.39999999999998,43.79999999999999,245.862451706492,50.67079566514776,55
235,73.79999999999998,43.79999999999999,246.57861241854985,47.38446006569065,43
236,60.0,43.79999999999999,246.9011415541328,37.438558605176524,7
237,69.19999999999999,43.79999999999999,246.9552452785088,44.07520518938337,31
238,64.6,43.79999999999999,247.0487575364399,40.756252677194034,19
239,92.19999999999996,40.39999999999999,247.28658071889782,61.41553927052376,90
240,110.59999999999994,33.599999999999994,248.53146522886652,77.5603827203095,136
241,101.39999999999995,36.99999999999999,248.97399813220213,69.32386867744896,113
242,87.59999999999997,40.39999999999999,249.176335938995,58.04448665771468,78
243,82.99999999999997,40.39999999999999,250.43149843830702,54.61146749099346,66
244,60.0,40.39999999999999,251.16036251726064,37.15303984043927,6
245,78.39999999999998,40.39999999999999,251.20379969006885,51.1398796154663,54
246,64.6,40.39999999999999,251.53148790483746,40.64380274017626,18
247,73.79999999999998,40.39999999999999,251.59864548164867,47.64662422542562,42
248,69.19999999999999,40.39999999999999,251.69024845250095,44.14452282386882,30
249,96.79999999999995,36.99999999999999,252.18198079389248,65.85876767032528,101
250,92.19999999999996,36.99999999999999,254.2519625679678,62.29807887146159,89
251,105.99999999999994,33.599999999999994,254.8232126346813,74.04829988264493,124
252,60.0,36.99999999999999,255.37913877895232,36.716478476806486,5
253,87.59999999999997,36.99999999999999,255.54647475608084,58.680286892118644,77
254,64.6,36.99999999999999,255.9876377182579,40.35890824676997,17
255,82.99999999999997,36.99999999999999,256.28987423926804,55.02941632538647,65
256,69.19999999999999,36.99999999999999,256.4206906741936,44.018250198812375,29
257,78.39999999999998,36.99999999999999,256.62555080660405,51.36154722851451,53
258,73.79999999999998,36.99999999999999,256.6479190220705,47.68821001245508,41
259,115.19999999999993,30.199999999999996,256.67793748594994,82.5551322548794,147
260,101.39999999999995,33.599999999999994,258.3744711719011,70.3723239595314,112
261,60.0,33.599999999999994,259.5423120404737,36.13293452571155,4
262,64.6,33.599999999999994,260.3952522074293,39.90473027805718,16
263,96.79999999999995,33.599999999999994,260.41541268817826,66.61442747320996,100
264,69.19999999999999,33.599999999999994,261.1156882599888,43.698070473698216,28
265,92.19999999999996,33.599999999999994,261.5479374151759,62.81380387902384,88
266,73.79999999999998,33.599999999999994,261.68386019831576,47.508546780025604,40
267,78.39999999999998,33.599999999999994,262.06999146342457,51.33144177378845,52
268,87.59999999999997,33.599999999999994,262.09171233814726,58.99178196207329,76
269,82.99999999999997,33.599999999999994,262.229051703954,55.161384586314625,64
270,60.0,30.199999999999996,263.6366826665167,35.407641930429385,3
271,110.59999999999994,30.199999999999996,264.1037555003274,78.75884394833001,135
272,64.6,30.199999999999996,264.73445503350337,39.286166307467525,15
273,69.19999999999999,30.199999999999996,265.7462060530441,43.188172043756055,27
274,73.79999999999998,30.199999999999996,266.66474529721603,47.11051359403257,39
275,105.99999999999994,30.199999999999996,267.17674602187475,74.84448368262707,123
276,78.39999999999998,30.199999999999996,267.4776373396781,51.05016069656516,51
277,60.0,26.799999999999997,267.65132671741213,34.546814588456684,2
278,82.99999999999997,30.199999999999996,268.164465035263,55.004088550257784,63
279,101.39999999999995,30.199999999999996,268.5197399897272,70.88856990291525,111
280,87.59999999999997,30.199999999999996,268.69195402584666,58.96911413631845,75
281,64.6,26.799999999999997,268.988149184952,38.50961825161651,14
282,92.19999999999996,30.199999999999996,269.00477483723625,62.941618386969985,87
283,96.79999999999995,30.199999999999996,269.00686804682533,66.91701208164544,99
284,69.19999999999999,26.799999999999997,270.28643973095484,42.49499768038412,26
285,73.79999999999998,26.799999999999997,271.55227273020654,46.50032240006218,38
286,60.0,23.4,271.57775804742187,33.55743568956647,1
287,78.39999999999998,26.799999999999997,272.7918628754142,50.52319915678425,50
288,64.6,23.4,273.1424702704984,37.58271117219223,13
289,82.99999999999997,26.799999999999997,274.0119174991685,54.561436631991164,62
290,69.19999999999999,23.4,274.71482837893393,41.62688133703635,25
291,87.59999999999997,26.799999999999997,275.22022042527004,58.61301383180769,74
292,60.0,20.0,275.4099465006669,32.44704573697857,0
293,73.79999999999998,23.4,276.3136380575307,45.68707062930528,37
294,92.19999999999996,26.799999999999997,276.42669535389507,62.67605073950263,86
295,64.6,20.0,277.1869841999899,36.513989899030676,12
296,96.79999999999995,26.799999999999997,277.6455451933476,66.74877891732994,98
297,78.39999999999998,23.4,277.9630042965327,49.76044397746795,49
298,101.39999999999995,26.799999999999997,278.9000816404311,70.82950690909183,110
299,69.19999999999999,20.0,279.01462738514556,40.593618394199865,24
300,82.99999999999997,23.4,279.695618399194,53.84406673010404,61
301,105.99999999999994,26.799999999999997,280.2353639933295,74.91656531863188,122
302,73.79999999999998,20.0,280.9228707413137,44.68213570229162,36
303,87.59999999999997,23.4,281.55850425585413,57.93468741507668,73
304,110.59999999999994,26.799999999999997,281.7590205909917,79.00817276392986,134
305,78.39999999999998,20.0,282.9512548210563,48.775322805140114,48
306,92.19999999999996,23.4,283.6237223999142,62.02835910877049,85
307,115.19999999999993,26.799999999999997,283.8273290980318,83.10188655501253,146
308,82.99999999999997,20.0,285.15433145302586,52.868153809183106,60
309,96.79999999999995,23.4,286.00988231156066,66.11970191104909,97
310,87.59999999999997,20.0,287.610997406623,56.954159634219224,72
311,119.79999999999993,26.799999999999997,288.8543287824589,87.18938853369372,158
312,101.39999999999995,23.4,288.9296651397497,70.20028882598803,109
313,92.19999999999996,20.0,290.44128877790723,61.02429118211942,84
314,105.99999999999994,23.4,292.8084710544435,74.25459242408573,121
315,96.79999999999995,20.0,293.8384510972731,65.0647287380287,96
316,101.39999999999995,20.0,298.1344644232146,69.05229288577222,108
317,110.59999999999994,23.4,298.6333889246188,78.2477959713792,133
318,105.99999999999994,20.0,303.94407684459077,72.94385990871578,120
319,115.19999999999993,23.4,309.2323238022623,82.07846463311431,145
320,110.59999999999994,20.0,312.50129272031563,76.64915389841708,132
321,115.19999999999993,20.0,326.4125159160656,79.95380120914984,144
322,119.79999999999993,23.4,334.95493777816,85.31843807182514,157
323,119.79999999999993,20.0,350.2781981661482,82.31649604709361,156
